node_id,x_m,y_m,Ez
35,-0.03919817372537,0.3729457107631025,-0.6375723429359923
36,-0.1874999999999999,0.3247595264191645,-0.6664533494907506
37,-0.3033813728906052,0.2204194696096775,-0.2543163247732799
38,-0.3668053502751771,0.07796688405665975,0.3261116762857535
39,-0.3668053502751771,-0.07796688405665965,0.6907389321608566
40,-0.3033813728906053,-0.2204194696096774,0.5982774447391763
41,-0.1875000000000002,-0.3247595264191644,0.1099125665774491
42,-0.03919817372537034,-0.3729457107631025,-0.4511857200983248
43,0.1158813728906052,-0.3566461936106826,-0.7137169155171545
44,0.250923977384572,-0.2786793095540228,-0.503953944798807
45,0.3425795466159753,-0.1525262411534251,0.03929489819682112
46,0.5,0,0.7276638768281832
47,0.4567727288213004,0.2033683215379001,0.9468869040713855
48,0.3345653031794291,0.3715724127386971,0.5395181397209197
49,0.1545084971874737,0.4755282581475768,-0.2248707041252636
50,-0.05226423163382667,0.4972609476841367,-0.8404538809282771
51,-0.2499999999999999,0.4330127018922194,-0.899876125799126
52,-0.4045084971874737,0.2938926261462366,-0.3638154344793782
53,-0.4890738003669028,0.1039558454088797,0.4129960412473388
54,-0.4890738003669028,-0.1039558454088795,0.9165120174866568
55,-0.4045084971874738,-0.2938926261462365,0.8135364427447167
56,-0.2500000000000002,-0.4330127018922192,0.1722122489709463
57,-0.05226423163382712,-0.4972609476841366,-0.5830714695920083
58,0.1545084971874736,-0.4755282581475768,-0.9525141809682539
59,0.3345653031794292,-0.371572412738697,-0.6916413133613786
60,0.4567727288213005,-0.2033683215379001,0.02691743818357733
61,0.625,0,0.7480370185412448
62,0.5709659110266255,0.2542104019223751,0.9997174680146892
63,0.4182066289742864,0.4644655159233713,0.5898460925791825
64,0.1931356214843422,0.5944103226844709,-0.2103493208428622
65,-0.06533028954228333,0.6215761846051708,-0.8713484297847022
66,-0.3124999999999999,0.5412658773652742,-0.9557424855004893
67,-0.505635621484342,0.3673657826827958,-0.4076846679070291
68,-0.6113422504586286,0.1299448067610996,0.4101539074208196
69,-0.6113422504586286,-0.1299448067610994,0.9565777334529271
70,-0.5056356214843423,-0.3673657826827956,0.8699969702086565
71,-0.3125000000000003,-0.541265877365274,0.207705466959256
72,-0.0653302895422839,-0.6215761846051708,-0.5920328001076594
73,0.193135621484342,-0.594410322684471,-1
74,0.4182066289742865,-0.4644655159233713,-0.7462284126100427
75,0.5709659110266256,-0.2542104019223751,0.001351459576066804
76,0.75,0,0.5986504121007589
77,0.6851590932319507,0.3050524823068501,0.8221730218243055
78,0.5018479547691437,0.5573586191080456,0.5016318531496253
79,0.2317627457812106,0.7132923872213651,-0.1508585696904459
80,-0.07839634745074001,0.745891421526205,-0.703520025572427
81,-0.3749999999999998,0.649519052838329,-0.7906349929033034
82,-0.6067627457812105,0.4408389392193549,-0.3545561188474181
83,-0.7336107005503543,0.1559337681133195,0.316146291318081
84,-0.7336107005503543,-0.1559337681133193,0.7776424380629706
85,-0.6067627457812107,-0.4408389392193548,0.7245424209048243
86,-0.3750000000000003,-0.6495190528383288,0.1919845808025575
87,-0.07839634745074067,-0.7458914215262049,-0.4676169029768823
88,0.2317627457812104,-0.7132923872213652,-0.8177781444677084
89,0.5018479547691439,-0.5573586191080455,-0.626783868372503
90,0.6851590932319507,-0.3050524823068501,-0.02102239533237702
91,0.875,0,0.3209877167845719
92,0.7993522754372757,0.3558945626913251,0.4533078429185178
93,0.585489280564001,0.6502517222927199,0.2856565868140141
94,0.270389870078079,0.8321744517582593,-0.07102471262798832
95,-0.09146240535919667,0.8702066584472392,-0.3807062048684764
96,-0.4374999999999998,0.7577722283113839,-0.4384596347884528
97,-0.7078898700780789,0.5143120957559141,-0.2060673177112939
98,-0.85587915064208,0.1819227294655394,0.1626877362866564
99,-0.85587915064208,-0.1819227294655392,0.4237860049685827
100,-0.7078898700780791,-0.5143120957559139,0.4044486366553892
101,-0.4375000000000004,-0.7577722283113836,0.1174719180038913
102,-0.09146240535919746,-0.8702066584472391,-0.2472405252072241
103,0.2703898700780788,-0.8321744517582594,-0.4483443231006753
104,0.5854892805640012,-0.6502517222927198,-0.3527612923405837
105,0.7993522754372758,-0.3558945626913251,-0.02374243178690188
106,1,0,0
107,0.9135454576426009,0.4067366430758002,0
108,0.6691306063588582,0.7431448254773941,0
109,0.3090169943749475,0.9510565162951535,0
110,-0.1045284632676533,0.9945218953682734,0
111,-0.4999999999999998,0.8660254037844387,0
112,-0.8090169943749473,0.5877852522924732,0
113,-0.9781476007338057,0.2079116908177593,0
114,-0.9781476007338057,-0.2079116908177591,0
115,-0.8090169943749476,-0.587785252292473,0
116,-0.5000000000000004,-0.8660254037844384,0
117,-0.1045284632676542,-0.9945218953682733,0
118,0.3090169943749472,-0.9510565162951536,0
119,0.6691306063588585,-0.743144825477394,0
120,0.913545457642601,-0.4067366430758002,0
